logFC;AveExpr;t;P.Value;adj.P.Val;B
RNF213;2.50586297820474;8.79419332209921;10.148362591262;2.01033628578569e-14;2.79226969503085e-12;22.5154797762073
ETV7;4.81284519009085;-0.0891098812498361;10.0826522790924;2.55856260925991e-14;3.52309659980246e-12;22.258949433187
CSRNP1;2.49063996659258;5.39547509294435;10.0253352364203;3.15872472398938e-14;4.31233418942585e-12;22.1313652226813
SAMD4A;1.79981373544714;5.07973028750957;10.0153753755767;3.27664860340528e-14;4.4354159442536e-12;22.1078426421953
DHCR24;-1.36530359317964;7.97554884037439;-9.95496117304644;4.09339362331724e-14;5.49443498699549e-12;21.7921978533213
PPM1K;2.19293583713491;3.01187549389536;9.91177012204195;4.80048754443789e-14;6.38984896227553e-12;21.7300625721786
FBXO9;-1.52346857598313;4.98917085805509;-9.84674790662975;6.1041522197616e-14;8.05798540547537e-12;21.4848566005063
MAP3K8;2.78595459104383;4.83010128075797;9.81625553583685;6.83315754755394e-14;8.80209883121605e-12;21.3765460962233
DSEL;-1.93348939984751;1.70288530793429;-9.81245087075496;6.930072886056e-14;8.8555243367178e-12;21.3596858178523
CYR61;1.70618266777266;7.04481069112836;9.82951029449128;6.50606158194e-14;8.51814111871538e-12;21.3368930359289
PARP14;2.93877460964238;6.90883116132339;9.8162562758602;6.83313883055483e-14;8.80209883121605e-12;21.3282814017745
MAFF;1.85037640330684;5.04912043692588;9.74424080391158;8.92279814668763e-14;1.13114170473842e-11;21.0570806235686
WARS;1.63704686324637;7.56206896512899;9.71617438841773;9.90204525189626e-14;1.24539660479165e-11;20.9426125219019
NUB1;1.47867075465714;6.39253931238651;9.70420328270857;1.03520081080085e-13;1.29181738679077e-11;20.9163860307529
LTB;3.63301931191494;1.08419000471743;9.67496963316149;1.15393404624388e-13;1.42882081555453e-11;20.8230314406331
SEMA3A;2.26477770109538;5.08830478275036;9.65456422521061;1.24485445275967e-13;1.52954309030233e-11;20.7832916783794
PTAFR;2.98507136663838;3.0595548221295;9.62340348638106;1.39782093766576e-13;1.70438120895689e-11;20.6904687048194
FOSL2;1.73682888808924;7.07930085475258;9.58902391041332;1.58866348779578e-13;1.92240317352743e-11;20.5089799098267
THBS1;2.62206049253473;7.75321442635133;9.57148389032132;1.69592885121434e-13;2.03677229627418e-11;20.4116232593681
