logFC;AveExpr;t;P.Value;adj.P.Val;B
ANXA3;1.16774950953845;7.66121371911526;9.0034817575545;1.42880158331319e-12;2.96392827146254e-10;18.3817213637539
AXL;1.63105451681527;6.96004603613924;8.99308135624199;1.48604768267761e-12;3.04315892761659e-10;18.3333122633296
TXNIP;5.49909701707487;4.65073786655835;9.03158032554753;1.28498516463579e-12;2.77365784253075e-10;18.2829430198828
RASGRF2;2.15475853923001;1.43619496846327;8.97759064935951;1.57561727348674e-12;3.1857385708106e-10;18.2801298013297
DHRS2;2.88896240539009;1.12948381365287;8.9592971670858;1.68841200392317e-12;3.37112561733311e-10;18.2154437389142
MCM3;-1.52666422580423;6.34067389411297;-8.93164088602542;1.87454802001992e-12;3.69656241034298e-10;18.1170818775403
MCM2;-1.79087554158784;5.25411306187749;-8.86340364401506;2.426997934762e-12;4.72761439170163e-10;17.8682862541855
CCNB1;-1.11908136904374;6.0684316572882;-8.84946678856733;2.55857922369324e-12;4.91494990283211e-10;17.8025602245776
KPNA2;-1.30670017951877;7.86094698000743;-8.84366169401612;2.61548075966149e-12;4.91494990283211e-10;17.7639246309232
CPLX2;-1.68392123191414;4.09370948804542;-8.84546844830821;2.59763590776322e-12;4.91494990283211e-10;17.7447080218896
TIPARP;2.3828224860435;6.6980055835849;8.82415745334652;2.81614570818108e-12;5.23049946474144e-10;17.7286872187426
DDC;-4.95616853738729;-0.407437751341709;-9.07372522138994;1.09608705877012e-12;2.43163869301878e-10;17.7104300238724
CCNB1IP1;1.65837523253711;5.40340082977185;8.78653702354074;3.24797365779283e-12;5.96320496964654e-10;17.5921941834222
CHAF1A;-1.73950306218279;4.46805769867732;-8.7459081233515;3.78944290460631e-12;6.6529908409489e-10;17.4487786845036
FDFT1;-1.26523952581385;8.07118491695048;-8.7545426450191;3.66724513884398e-12;6.58167489918595e-10;17.4473568204388
SNHG1;1.63263661804194;6.55264490537729;8.74584962126849;3.79028464613003e-12;6.6529908409489e-10;17.4147176105813
DIO2;-3.1238315126359;-0.144248796970579;-8.75794770300159;3.62015186276487e-12;6.57098701181173e-10;17.3697900334363
FANCA;-1.5442587933646;4.1085740916929;-8.7073484416974;4.38708155184965e-12;7.56859437847844e-10;17.3025640771259
APEX2;-1.31598928334608;5.34770681684396;-8.7033601656549;4.45406543277389e-12;7.56859437847844e-10;17.281890559707
CLEC4E;2.65738879844288;0.172035425611472;8.70389813711072;4.444970473302e-12;7.56859437847844e-10;17.2723632762788
GARS;1.27153239064851;7.71694912893977;8.69366117850217;4.62128244932567e-12;7.77007837506093e-10;17.2133072084714
TMEM97;-1.25237370806265;5.71280519367013;-8.65686265989691;5.31515418564624e-12;8.84364143826327e-10;17.092158809175
MGAT5B;-1.68586618070702;3.20426654514642;-8.64991050266672;5.45755676022351e-12;8.89526062561736e-10;17.0831297463181
ACAT2;-1.71572905063655;6.05626169995596;-8.64554029455554;5.54902864314031e-12;8.95299338554345e-10;17.0628630241845
SPIRE1;1.4554710952246;5.21547353286668;8.61930303397512;6.13151118787373e-12;9.7938628203907e-10;16.9742545275212
E2F1;-1.97941934766937;3.64667650557922;-8.58691045985395;6.93610987181522e-12;1.08618120571083e-09;16.8603987903919
SPDEF;-3.48390866758503;2.36513601423919;-8.57570673399828;7.23842333717096e-12;1.12251782489934e-09;16.7845215227428
HEXIM1;-1.38483521182588;7.27417846282736;-8.55837030022218;7.73251775070367e-12;1.18761063492298e-09;16.7142519795971
C1S;1.55822224874637;5.71035193828232;8.54824742948438;8.03654779990016e-12;1.222550266741e-09;16.6731735796502
TMEM156;2.36655456526542;4.91629253580094;8.53089016676033;8.5860683915604e-12;1.29382330583391e-09;16.6452671196907
L1CAM;1.99004313888848;3.89695829172458;8.50954369156104;9.31391806459467e-12;1.39038517052122e-09;16.5881957526129
C1orf116;-1.49846348188714;5.57997667207083;-8.48628327839628;1.0177780983415e-11;1.49146509768887e-09;16.4972029855183
MXI1;1.66408449674079;4.75368390534286;8.48141492153163;1.03685315665217e-11;1.4920410334419e-09;16.4677305375544
KLHDC7A;-2.37593367280884;1.80019526596655;-8.48345185281669;1.02882880985061e-11;1.4920410334419e-09;16.4676045759034
SAT1;1.94668782634154;9.22168161249267;8.49745306753029;9.7533408995693e-12;1.44250105730389e-09;16.4574537832007
FUT1;4.4617286833707;0.508303767429046;8.65070746074242;5.44103986553572e-12;8.89526062561736e-10;16.4055971773748
HLA-DMB;-2.8947808990792;1.05806914228757;-8.4404212382327;1.2124001144961e-11;1.71377584326072e-09;16.3125082080944
DDIT3;2.48445352960002;4.805993018108;8.43602681715622;1.23290718595095e-11;1.72747600712232e-09;16.3116227865897
EMP2;-1.16677792934403;5.30277787478183;-8.43277043229729;1.24832784160965e-11;1.73387309687226e-09;16.2717351994886
LOXL2;1.68259712523165;7.36988263608397;8.44274324513397;1.2017028628821e-11;1.71377584326072e-09;16.2551861428667
MCM10;-2.19961172462152;3.91335939137054;-8.41655849870776;1.32803059022873e-11;1.82867522566582e-09;16.2233724901959
RPS6KA2;4.31819929523582;1.07848730538071;8.58819041742283;6.90238977080359e-12;1.08618120571083e-09;16.1914629091022
